source,year,abstract,label
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2016,"perkembangan teknologi sekarang ini berubah menjadi era digital, salah satunya adalah teknologi sms (short message service). teknologi sms (short message service) adalah sebuah teknologi yang berkembang seiring dengan adanya ponsel atau telepon seluler. desa gondangmanis terletak di kecamatan bae kabupaten kudus. desa gondangmanis adalah sebuah desa yang memiliki jumlah warga lebih dari 8000 orang. teknologi informasi yang telah dikembangkan sangat membantu dalam penyebaran informasi dan peningkatan layanan kepada masyarakat. masyarakat dan perangkat desa gondangmanis menginginkan sebuah cara untuk dapat menyampaikan dan menerima keluhan, kritik, saran serta pendapat secara cepat dan mudah tanpa harus ke balai desa. dari situasi diatas kami",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2017,"metodologi penelitian menggunakan metodologi berorientasi objek untuk tahapan analisa dan perancangannya, dan alat bantutools yang digunakan menggunakan diagram unifield modeling linguistic (uml), sehingga pada saat laporan yang dibutuhkan pada saat proyek berjalan membutuhkan waktu yang agak lama untuk menemukan informasi yang diinginkan, berdasarkan masalah tersebut, sistem informasi yang terkomputerisasi dapat menjadi solusi untuk mengatasi masalah yang terjadi. dengan tujuan untuk menyelesaikan masalah yang ada, untuk segera diselesaikan. dalam hal ini, dengan demikian, untuk penyelesaian masalah yang tepat waktu yang diperlukan.",ai
Jurnal Komputer Terapan PCR,2015,"pengembangan kinerja karyawan di suatu perusahaan sangat penting. salah satu metode pengembangan karyawan dapat dilakukan dengan memberikan kelas-kelas training yang diberikan oleh human resource (hr). selain kelas trainig, terdapat kelas mentoring dan assignment yang juga merupakan aspek penilaian terhadap pengembangan karyawan. pengembangan karyawan yang ada di pt chevron pacific indonesia masih manual menggunakan spreadsheet, sehingga membutuhkan waktu yang lama untuk menyelesaikan report.oleh karena itu, untuk mempermudah kerja hr dibangun sebuah aplikasi pengembangan sumber daya menggunakan teknologi java. aplikasi itu bernama people development. aplikasi ini dikembangkan dengan empat bagian yaitu model, control, view berupa aplikasi web, dan view pada aplikasi mobile.",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2014,"untuk meningkatkan keamanan sistem parkir, kebutuhan manusia yang meningkat akan memicu perkembangan teknologi, sedangkan kebutuhan lain juga akan mendorong peningkatan keamanan sistemparkir. sistem parkir yang berbasis komputerisasi dengan penggunaan teknologi barcode merupakan nilai tambah untuk meningkatkan keamanan sebuah sistem parkir. selain memberikan kemudahan untuk mengontrol transaksi, sistem tersebut juga diharapkan dapat memberikan kenyamanan bagi pengguna parkir. kata kunci sistem parkir, barcode, enkripsi, metode caesar nim, nidn, nip. (m), dan peningkatan keamanan dan keamanan (nip).",ai
Jurnal Komputer Terapan PCR (IndoT5 Parafrase),2017,"dibutuhkan sebuah aplikasi yang dapat memberikan solusi kepada masyarakat kota dan kabupaten tegal untuk mendapatkan informasi agen perjalanan yang lengkap, dengan menggunakan metode location based service yang menggunakan teknologi gps dan google maps api, hasil pengujian blackbox dan pengujian usability menunjukkan bahwa aplikasi dapat diterima baik oleh pengguna agen travel maupun oleh pengguna pengguna karena aplikasi ini memenuhi aspek usabilitas. aplikasi tersebut dapat digunakan untuk tujuan membantu masyarakat mendapatkan informasi dan mengetahui lokasi dan rute agen perjalanan mereka. dan aplikasi tersebut telah memenuhi aspek penggunaan aplikasi tersebut (akan) (a), aplikasi yang bersangkutan, aplikasi, yang lengkap, sebagai aplikasi tersebut, aplikasi, aplikasi.",ai
Jurnal INFOTEL IT Telkom,2011,"kasus pencurian di rumah kosong yang ditinggal pergi oleh pemiliknya belakangan ini marak terjadi. berangkat dari pemikiran ini penulis mencoba merancang alarm yang dapat mendeteksi pergerakan seseorang saat rumah dalam kondisi kosong, ditinggalkan oleh pemiliknya. alat ini mempunyai prinsip kerja yaitu mendeteksi bayangan seseorang yang melewati titik tertentu. perancangan dan pembuatan perangkat ini menggunakan sensor cahaya berupa laser dan ldr yang dirangkai dengan transistor sebagai saklar otomatis serta led dan telepon rumah untuk melakukan panggilan kepada nomor telepon pemilik rumah. komponen yang dipakai dalam pembuatan perangkat ini antara lain ic lm7805, laser pointer, resistor, transistor bc108, led, relay dan telepon",human
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2017,"untuk meningkatkan mutu dan kemudahan pelanggan dalam mengetahui informasi ketersediaan lapangan dan pemesanan lapangan, sistem berbasis web ini dibangun dengan menggunakan bahasa pemrograman php, framework codeigniter dan basis data mysql, sehingga pelanggan tidak perlu datang langsung untuk mengetahui ketersediaan lapangan, selain itu dapat dilakukan dengan mudah dengan adanya fitur top-up. selain itu memudahkan karyawan dalam mengelola data pemesannya, penjadwalan. dan juga memudahkan pelanggan untuk mengetahui jadwal lapangan.",ai
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2017,"(sdn) adalah paradigma baru dalam dunia jaringan yang mampu membatasi broadcast trafik dari suatu host pada layer 2 dan 3 secara terprogram, sehingga kinerja vlan pada vlan id yang berbeda akan sebanding dengan kompleksitas jaringan internet itu sendiri. pada pengujian membandingkan vlan dengan non vlan over netwok functions virtualization (nfv), yang menunjukkan bahwa kinerja vlan pada sd akan lebih besar dari pada kinerja jaringan pada vlan yang berbeda, karena ada pengaruh dari berbagai vlan identifikasi, yang berarti bahwa vlan akan menjadi lebih besar untuk vlan yang lebih kompleks vlan ini. - vlan traffing vlan - v lan ( vlan) (vlan)",ai
Sistemasi (Sistem Informasi) UNISI,2016,"bumdes al-amin adalah badan usaha yang bergerak dalam penyimpanan dan peminjaman uang yang berfungsi untuk membantu kebutuhan keuangan masyarakat pedesaan, sebagai badan usaha yang bergerak di tingkat pelayanan kegiatan yang kompleks harus menerapkan sistem teknologi komputer untuk memfasilitasi kinerja administrator, pemimpin bumdes, dan anggota bumdes, oleh karena itu para peneliti merancang sistem pinjaman dan informasi menghemat bumdes al-amin dengan maksud memfasilitasi kinerja bumdes al-amin, pada tahap ini studi ini, peneliti menggunakan metode penelitian ini menggunakan siklus hidup pengembangan sistem (sdlc), menggunakan pieces analisis, dengan merancang menggunakan bahasa pemodelan terpadu (uml). dengan bahasa pemrograman berbasis web. keywords information systems savings and",human
Jurnal INFOTEL IT Telkom (IndoT5 Parafrase),2012,"(ieee), yang didasarkan pada kelompok standar teknis perangkat nomor ieee 802. 11, telah mendorong penyedia layanan internet (isp) untuk membangun hotspot yang di berbagai kota besar, dengan memanfaatkan antena dengan desain khusus sehingga cakupan (coverage) pancaran sinyal lebih luas, dan proses pengukuran sinyal diukur dengan menggunakan bantuan netstumbler - software. proses pembuatan desain antena dengan media seng yang diterapkan untuk hotspot wi-fi di luar ruangan. (wlan), tetapi juga dapat beroperasi secara nirkabel tanpa ketergantungan jaringan wi-teknologi wireless - perangkat wi-jaringan wi-perangkat wi-sistem wi-wise perangkat wi-t.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2017,"pengembangan aplikasi game ini menggunakan metodologi analisa terhadap anak disleksia dan diskalkulia, kemudian mencari konsep game yang cocok untuk anak di bawah usia lima tahun dan dapat membedakan huruf dan angka tertentu, yang menurut mereka sulit untuk dihafalkan, dan yang terakhir adalah membangun perangkat dan testing untuk kelayakan game. aplikasi game yang berhasil dibuat diberi nama two dis. dari masalah ini, aplikasi game yang telah berhasil dibuat memiliki tujuan untuk menjadi terapi dan media pembelajaran baru untuk kedua gangguan tersebut, dan tidak adanya media bermain game. - aplikasi game dari aplikasi gameplayer pada dalam kesulitan membaca dan kesulitan berhitung dengan",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2015,"artikel ini bertujuan untuk mengetahui faktor-faktor yang mempengaruhi adopsi cloud computing di rumah sakit muhammadiyah di indonesia dengan menggunakan technology acceptance model (tam). sampel yang digunakan dalam penelitian ini adalah 51 sampel. alat analisis yang digunakan partial least square (pls) pada program smartpls versi 2.0. faktor pendukung dalam adopsi cloud computing perceived ease of use, perceived usefulness, security effectiveness, reliabilty, needs, cost effectiveness, top management support, complexity, behavioral intention to use dan actual usage. evaluasi goodness of fit dan resampling bootstraping digunakan untuk menganalisis kelayakan model. evaluasi goodness of fit model struktural diukur menggunakan nilai predictive-relevance diperoleh nilai sebesar 0,95",human
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2017,"transformator distribusi memiliki peran penting dalam mendistribusikan tenaga listrik sehingga peran transformator ini untuk beroperasi dengan baik harus dalam kondisi stabil. salah satu kondisi yang mengganggu beroperasinya adalah gangguan harmonisa yang terjadi pada sistem distribusi tenaga listrik akibat terjadinya distorsi gelombang arus dan tegangan.kandungan harmonisa yang tinggi pada jaringan sistem tenaga listrik akan menyebabkan transformator distribusi mengalami temperatur berlebih dan apabila tidak segera ditangani maka usia pengoperasian transformator lebih singkat.salah satu perangkat yang dapat merusak transformator distribusi adalah beban non-linear, diantaranya yang terdapat pada kampus politeknik enjinering indorama sebagai sebagian penyumbang harmonisa yang terjadi seperti komputer, refrigerator, air conditioning disetiap",human
JISKA (Jurnal Informatika Sunan Kalijaga) (IndoT5 Parafrase),2017,"ini akan membandingkan kecepatan waktu akses dua metode algoritma fisher yates dan linier congruent method, yang memiliki metode pengacak yang berbeda, dari cara perhitungan dan implementasi ke dalam sistem, tetapi tidak banyak yang diketahui tentang metode mana yang memiliki kinerja waktu akses yang lebih baik dari segi kompleksitas dan optimalisasinya. data pengujian yang digunakan adalah data soal ujian dari dinas pendidikan kota jogja dengan jumlah data 500, 400, 300, 250 dan 200 soal bahasa indonesia.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK",2016,"berdasarkan teori kognitif, usia anak 9-11 tahun termasuk dalam kategori yang sudah mampu meningkatkan pemikiran simbolis dan melampaui hubungan informasi sensoris dan tindakan fisik. oleh sebab itu, pada usia tersebut diperlukan perhatian dan pengawan khusus dalam perkembangan anak. saat ini, anak berada pada era teknologi digital. dimana, akses teknologi diperoleh dengan mudah. anak-anak senang bermain game online dengan perangkat teknologi smartphone dimiliki. kecenderungan anak dalam bermain ini dapat mengakibatkan pada adiksi game. sementara tipe game sendiri belum banyak menyediakan game edukasi yang digemari anak. penelitian ini dilakukan untuk melihat adanya hubungan antara adiksi game dengan keaktifan pembelajaran anak. aspek keaktifan",human
Jurnal INFOTEL IT Telkom,2017,"parameter suhu dan kelembaban udara memiliki peran penting dalam pertumbuhan dan perkembangan tanaman hortikultura. berdasar hal tersebut, aplikasi monitoring dirancang untuk menggunakan personal computer (pc) sebagai penampil data hasil pengukuran sehingga memungkinkan pengguna mengamati kedua parameter tersebut dengan mudah. dalam penelitian ini, nuvoton nuc140ve3cn mengolah data suhu dan kelembaban udara dari sensor htu21d, kemudian data ditampilkan pada lcd black dot matrix 128x64 serta dikirimkan ke pc melalui komunikasi serial (via modul ftdi232rl). data ini diterima oleh serial port pc pengguna, kemudian ditampilkan oleh aplikasi processing yang telah dibuat. dari hasil pengujian diperoleh aplikasi mampu menampilkan data suhu, kelembaban udara, waktu,",human
JIP (Jurnal Informatika Polinema) (IndoT5 Parafrase),2016,"( 1 ) metode yang digunakan dalam penelitian ini adalah metode ahp-topsis. ahp digunakan untuk menentukan bobot kriteria dan uji konsistensi, sedangkan topsis digunakan untuk menilai lulus tidaknya siswa pemilihan pertukaran pelajar sesuai dengan kuota yang ditentukan oleh pengambil keputusan, sehingga dapat disimpulkan bahwa hasil dari sistem ini dapat dijadikan referensi dalam pengambilan keputusan untuk memilih siswa yang lulus dalam pertukaran pelajar. yaitu, nilai rata-rata, kepribadian, pengetahuan budaya, kemampuan seni, wawancara dan tes tulis. -rangkaian (0 -49, 50 -r ), dan, yang digunakan untuk tujuan, yaitu. - r pada s di sebagai berikut. r masing- dari mereka.",ai
JTIP (Jurnal Teknologi Informasi dan Pendidikan) UNP (IndoT5 Parafrase),2016,", penelitian ini melakukan penyebaran kuesioner kepada 200 sampel kepada mahasiswa secara acak, dan penyebaran kuesioner dilakukan di lingkup stmik indonesia padang, dengan tujuan untuk mengetahui faktor-faktor yang mempengaruhi pemilihan moda ke kampus, metode ahp adalah metode yang menggunakan pendekatan beberapa kriteria dan alternatif, sedangkan alternatifnya adalah pilihan moda kekampus berupa mobil pribadi, angkutan umum, sepeda motor, dan jalan kaki, dengan maksud untuk membantu pihak kampus dalam mengelola lahan parkirnya. dengan demikian diharapkan dapat mengatasi masalah yang akan terjadi, oleh karena itu, untuk mengatasi masalah tersebut, dengan cara mengatasi masalah ini, dengan langkah-langkah, dan tindakan. (a), sebagai berikut, pada saat",ai
JIP (Jurnal Informatika Polinema),2015,"puisi adalah karangan sastra yang cara penulisannya terikat oleh bait, baris, irama, sajak, keindahan kata, dan isi. dikatakan terikat sebab dalam penulisan puisi tidak diungkapkan secara panjang lebar seperti karangan prosa, tetapi harus memperhatikan banyaknya baris atau larik dalam bait dan harus memperhatikan irama persajakkan suku kata akhir. hasil survey membuktikan bahwa tidak banyak orang dapat menulis puisi. untuk itu dibuatlah web pembuat puisi otomatis menggunakan metode monte carlo untuk mempermudah orang membuat puisi. monte carlo adalah sebuah metode pengembangan dari metode pencarian acak yang paling sederhana dalam menyelesaikan suatu permasalahan tanpa harus melibatkan banyak operasi matematika dan struktur data",human
Sistemasi (Sistem Informasi) UNISI,2013,"desa pulau kecil merupakan desa yang masyarakatnya mayoritas penghasilannya dengan cara bertani, salah satu dari hasil pertanianya adalah kacang panjang (vigna sesquipedalia). menurut haryanto, dkk, (2003) bahwa setiap jenis tanaman tidak akan luput dari gangguan penyakit, dengan semangkin meluasnya penanaman sayuran yang dilakukan secara intensif berpengaruh pula pada penyebaran penyakit pada tanaman tersebut. proses penelusuran penyakit kacang panjang ini dengan menggunakan forward chaining penalaran maju, aturan-aturan diuji satu demi satu dalam urutan tertentu. saat tiap aturan diuji, sistem pakar akan mengevaluasi apakah kondisinya benar atau salah. jika kondisinya benar, maka aturan itu disimpan kemudian aturan berikutnya diujikata kunci sistem pakar,",human
